"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","303","test_user_login","tests.smoke","Fri Jan 30 16:55:50 UTC 2026","passed","Fri Jan 30 16:55:51 UTC 2026","TestUser","test_user","",""
"","223","test_payments_list[limit_1]","tests.smoke","Fri Jan 30 16:55:49 UTC 2026","passed","Fri Jan 30 16:55:49 UTC 2026","TestPayments","test_payments","",""
"","183","test_payments_list[limit_1_offset_1]","tests.smoke","Fri Jan 30 16:55:49 UTC 2026","passed","Fri Jan 30 16:55:49 UTC 2026","TestPayments","test_payments","",""
"","208","test_list_car_engines[limit_1_offset_1]","tests.smoke","Fri Jan 30 16:55:46 UTC 2026","passed","Fri Jan 30 16:55:46 UTC 2026","TestCarEngines","test_car_engines","",""
"","178","test_services_list[limit_1]","tests.smoke","Fri Jan 30 16:55:50 UTC 2026","passed","Fri Jan 30 16:55:50 UTC 2026","TestServices","test_services","",""
"","397","test_list_customers[limit_1]","tests.smoke","Fri Jan 30 16:55:47 UTC 2026","passed","Fri Jan 30 16:55:48 UTC 2026","TestCustomers","test_customers","",""
"","244","test_operations_list[no_params]","tests.smoke","Fri Jan 30 16:55:48 UTC 2026","passed","Fri Jan 30 16:55:48 UTC 2026","TestOperations","test_operations","",""
"","185","test_services_list[no_params]","tests.smoke","Fri Jan 30 16:55:50 UTC 2026","passed","Fri Jan 30 16:55:50 UTC 2026","TestServices","test_services","",""
"","199","test_list_cars[limit_1]","tests.smoke","Fri Jan 30 16:55:47 UTC 2026","passed","Fri Jan 30 16:55:47 UTC 2026","TestCars","test_cars","",""
"","206","test_list_cars[no_params]","tests.smoke","Fri Jan 30 16:55:46 UTC 2026","passed","Fri Jan 30 16:55:47 UTC 2026","TestCars","test_cars","",""
"","179","test_services_list[limit_1_offset_1]","tests.smoke","Fri Jan 30 16:55:50 UTC 2026","passed","Fri Jan 30 16:55:50 UTC 2026","TestServices","test_services","",""
"","220","test_operations_list[limit_1]","tests.smoke","Fri Jan 30 16:55:48 UTC 2026","passed","Fri Jan 30 16:55:49 UTC 2026","TestOperations","test_operations","",""
"","349","test_list_customers[no_params]","tests.smoke","Fri Jan 30 16:55:47 UTC 2026","passed","Fri Jan 30 16:55:47 UTC 2026","TestCustomers","test_customers","",""
"","514","test_root_list","tests.smoke","Fri Jan 30 16:55:49 UTC 2026","passed","Fri Jan 30 16:55:50 UTC 2026","TestRoot","test_root","",""
"","188","test_operations_list[limit_1_offset_1]","tests.smoke","Fri Jan 30 16:55:49 UTC 2026","passed","Fri Jan 30 16:55:49 UTC 2026","TestOperations","test_operations","",""
"","228","test_list_car_engines[no_params]","tests.smoke","Fri Jan 30 16:55:46 UTC 2026","passed","Fri Jan 30 16:55:46 UTC 2026","TestCarEngines","test_car_engines","",""
"","401","test_list_customers[limit_1_offset_1]","tests.smoke","Fri Jan 30 16:55:48 UTC 2026","passed","Fri Jan 30 16:55:48 UTC 2026","TestCustomers","test_customers","",""
"","229","test_list_car_engines[limit_1]","tests.smoke","Fri Jan 30 16:55:46 UTC 2026","passed","Fri Jan 30 16:55:46 UTC 2026","TestCarEngines","test_car_engines","",""
"","182","test_payments_list[no_params]","tests.smoke","Fri Jan 30 16:55:49 UTC 2026","passed","Fri Jan 30 16:55:49 UTC 2026","TestPayments","test_payments","",""
"","227","test_list_cars[limit_1_offset_1]","tests.smoke","Fri Jan 30 16:55:47 UTC 2026","passed","Fri Jan 30 16:55:47 UTC 2026","TestCars","test_cars","",""
