"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","243","test_create_payments_post","tests.regress","Fri Jan 30 16:46:05 UTC 2026","passed","Fri Jan 30 16:46:05 UTC 2026","TestPayments","test_payments","",""
"","812","test_payments_success","tests.regress","Fri Jan 30 16:46:05 UTC 2026","passed","Fri Jan 30 16:46:06 UTC 2026","TestPayments","test_payments","",""
"","212","test_delete_cars","tests.regress","Fri Jan 30 16:45:53 UTC 2026","passed","Fri Jan 30 16:45:53 UTC 2026","TestCars","test_cars","",""
"","202","test_partial_update_services","tests.regress","Fri Jan 30 16:46:10 UTC 2026","passed","Fri Jan 30 16:46:10 UTC 2026","TestServices","test_services","",""
"","212","test_update_customer","tests.regress","Fri Jan 30 16:45:54 UTC 2026","passed","Fri Jan 30 16:45:55 UTC 2026","TestCustomers","test_customers","",""
"","204","test_details_by_random_service_id","tests.regress","Fri Jan 30 16:46:09 UTC 2026","passed","Fri Jan 30 16:46:09 UTC 2026","TestServices","test_services","",""
"","242","test_create_payments_put","tests.regress","Fri Jan 30 16:46:05 UTC 2026","passed","Fri Jan 30 16:46:05 UTC 2026","TestPayments","test_payments","",""
"","216","test_login_refresh","tests.regress","Fri Jan 30 16:46:11 UTC 2026","passed","Fri Jan 30 16:46:12 UTC 2026","TestUser","test_user","",""
"","216","test_delete_payments","tests.regress","Fri Jan 30 16:46:08 UTC 2026","passed","Fri Jan 30 16:46:08 UTC 2026","TestPayments","test_payments","",""
"","526","test_stop_operations","tests.regress","Fri Jan 30 16:46:04 UTC 2026","passed","Fri Jan 30 16:46:05 UTC 2026","TestOperations","test_operations","",""
"","210","test_apply_discounts_services","tests.regress","Fri Jan 30 16:46:11 UTC 2026","passed","Fri Jan 30 16:46:11 UTC 2026","TestServices","test_services","",""
"","778","test_administration","tests.regress","Fri Jan 30 16:45:45 UTC 2026","passed","Fri Jan 30 16:45:46 UTC 2026","TestAdministration","test_administration","",""
"","206","test_details_by_random_engine_number","tests.regress","Fri Jan 30 16:45:47 UTC 2026","passed","Fri Jan 30 16:45:47 UTC 2026","TestCarEngines","test_car_engines","",""
"","243","test_create_cars_post","tests.regress","Fri Jan 30 16:45:49 UTC 2026","passed","Fri Jan 30 16:45:49 UTC 2026","TestCars","test_cars","",""
"","212","test_partial_update_payments","tests.regress","Fri Jan 30 16:46:07 UTC 2026","passed","Fri Jan 30 16:46:07 UTC 2026","TestPayments","test_payments","",""
"","266","test_create_operations","tests.regress","Fri Jan 30 16:45:57 UTC 2026","passed","Fri Jan 30 16:45:57 UTC 2026","TestOperations","test_operations","",""
"","358","test_login_invalid_credentials[username_with_space]","tests.regress","Fri Jan 30 16:46:13 UTC 2026","passed","Fri Jan 30 16:46:14 UTC 2026","TestUser","test_user","",""
"","358","test_login_invalid_credentials[missing_domain]","tests.regress","Fri Jan 30 16:46:12 UTC 2026","passed","Fri Jan 30 16:46:13 UTC 2026","TestUser","test_user","",""
"","209","test_partial_update_cars","tests.regress","Fri Jan 30 16:45:52 UTC 2026","passed","Fri Jan 30 16:45:52 UTC 2026","TestCars","test_cars","",""
"","202","test_details_by_random_customer","tests.regress","Fri Jan 30 16:45:54 UTC 2026","passed","Fri Jan 30 16:45:54 UTC 2026","TestCustomers","test_customers","",""
"","231","test_brew_coffee_in_coffee_maker_list","tests.regress","Fri Jan 30 16:45:55 UTC 2026","passed","Fri Jan 30 16:45:56 UTC 2026","TestKitchen","test_kitchen","",""
"","206","test_details_by_random_car","tests.regress","Fri Jan 30 16:45:51 UTC 2026","passed","Fri Jan 30 16:45:51 UTC 2026","TestCars","test_cars","",""
"","211","test_login_invalid_credentials[password_only_spaces]","tests.regress","Fri Jan 30 16:46:14 UTC 2026","passed","Fri Jan 30 16:46:14 UTC 2026","TestUser","test_user","",""
